Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore
labeled_matrix-bow-emot,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301739E7,36000.0,4000.0,3290.0,710.0,0.0,82.25,17.75,0.0,0.5156889495225103,0.2311415547940448,0.34949222808686764,61.63660658984609,80.71177274474063,3245.112500804611,2204.2739552017765,1040.8385456028345,0.8112781252011527,0.5510684888004441,0.26020963640070865,1123.1848895846224,0.2807962223961556,34.61158555538934,0.611,611.0,0.107,321.0,0.893,2679.0,0.389,389.0,0.6555793991416309,0.611,0.6325051759834368,0.516244609617163,0.8746011666666667,0.7038241096472414,0.8225,0.3185,0.6815,0.1775,0.8188003256654598,0.8225,0.8203708556306648,0.5162446096171631,0.8746011666666667,0.8912755730374943,0.7577489624149221,0.8225,103.472,0.731,103.44,0.74,103440.0,740.0,5.6280091E7,1.068555859E9,1.18891859E8,99.1,80.0375,?,0.0,0.0,0.0,0.0,-540292.4383075895,-540791.6080813566,-542094.489107096,-539653.2477695835,-539078.2477695835
labeled_matrix-bow-emot,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301741E7,36000.0,4000.0,3268.0,732.0,0.0,81.7,18.3,0.0,0.48918353105373324,0.2328686712183006,0.3552298696944361,62.097162441309365,82.0368243147164,3245.112500804611,2264.2435661664636,980.8689346381475,0.8112781252011527,0.5660608915416159,0.24521723365953688,1107.810811849107,0.27695270296227675,34.13782454612684,0.567,567.0,0.09966666666666667,299.0,0.9003333333333333,2701.0,0.433,433.0,0.6547344110854504,0.567,0.6077170418006431,0.4913364053664001,0.8694795,0.6718070014092656,0.817,0.3496666666666667,0.6503333333333332,0.183,0.8100620328926134,0.817,0.8124281192698541,0.4913364053664001,0.8694795,0.8826396127202423,0.7441910934467839,0.817,101.719,0.732,101.68,0.73,101680.0,730.0,5.6280106E7,1.068555859E9,1.18891859E8,98.8,79.7375,?,0.0,0.0,0.0,0.0,-555497.5271377676,-556006.9266884815,-557302.3324656452,-554852.5998539152,-554275.5998539152
labeled_matrix-bow-emot,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301743E7,36000.0,4000.0,3336.0,664.0,0.0,83.4,16.6,0.0,0.5323943661971829,0.22341726128390557,0.34153331051669267,59.576833128976304,78.87373946504658,3245.112500804611,2111.9868250082445,1133.1256757963665,0.8112781252011527,0.5279967062520611,0.28328141894909165,1210.4369859101844,0.3026092464775461,37.30030886787629,0.588,588.0,0.084,252.0,0.916,2748.0,0.412,412.0,0.7,0.588,0.6391304347826088,0.5358065020088284,0.8840288333333334,0.7107740444455285,0.834,0.33,0.67,0.166,0.8272151898734177,0.834,0.8289384528514964,0.5358065020088284,0.8840288333333334,0.8959791793152455,0.7656691134952005,0.834,101.987,0.733,101.97,0.73,101970.0,730.0,5.6279909E7,1.068555859E9,1.18891859E8,99.0,79.2375,?,0.0,0.0,0.0,0.0,-551485.0596975511,-551986.0716665431,-553276.0925624633,-550851.8337733855,-550280.8337733855
labeled_matrix-bow-emot,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0200630174500003E7,36000.0,4000.0,3285.0,715.0,0.0,82.125,17.875,0.0,0.5101062007536828,0.23591576837509454,0.3554764075992279,62.909706636842245,82.0937598049659,3245.112500804611,2313.043229222046,932.0692715825649,0.8112781252011527,0.5782608073055115,0.2330173178956412,1070.3083920072124,0.2675770980018031,32.982166003238234,0.602,602.0,0.10566666666666667,317.0,0.8943333333333333,2683.0,0.398,398.0,0.6550598476605005,0.602,0.6274101094319958,0.510893603837278,0.865532,0.6763934524011592,0.82125,0.3249166666666667,0.6750833333333333,0.17875,0.8168808333854269,0.82125,0.8186680182312107,0.510893603837278,0.865532,0.881099753880817,0.7549153819648058,0.82125,102.051,0.732,102.02,0.73,102020.0,730.0,5.6279731E7,1.068555859E9,1.18891859E8,98.725,79.925,?,0.0,0.0,0.0,0.0,-553380.1151140955,-553870.6953856564,-555140.3563555423,-552741.5713891169,-552176.5713891169
labeled_matrix-bow-emot,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301746E7,36000.0,4000.0,3224.0,776.0,0.0,80.6,19.4,0.0,0.4596100278551533,0.2418432149254745,0.36807916592080514,64.49032978110398,85.0042421672667,3245.112500804611,2452.7601673597705,792.3523334448405,0.8112781252011527,0.6131900418399426,0.19808808336121012,1000.0346639274726,0.25000866598186816,30.816640830773007,0.548,548.0,0.108,324.0,0.892,2676.0,0.452,452.0,0.6284403669724771,0.548,0.5854700854700855,0.46144685371995264,0.8542461666666666,0.6331302479904842,0.806,0.366,0.634,0.194,0.7987341326638353,0.806,0.8013936310280958,0.46144685371995264,0.8542461666666666,0.868761071675856,0.7294191158420924,0.806,101.888,0.732,101.83,0.73,101830.0,730.0,5.6280216E7,1.068555859E9,1.18891859E8,98.5,79.8625,?,0.0,0.0,0.0,0.0,-567254.0309177415,-567759.8703727892,-569060.5643097233,-566602.3404237758,-566023.3404237758
labeled_matrix-bow-emot,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301748E7,36000.0,4000.0,3298.0,702.0,0.0,82.45,17.55,0.0,0.5090909090909091,0.23099303822991502,0.3503778612963426,61.59700290610562,80.91630097339288,3245.112500804611,2224.221849142044,1020.890651662567,0.8112781252011527,0.556055462285511,0.2552226629156418,1136.0541291628201,0.28401353229070503,35.00815854245856,0.579,579.0,0.09366666666666666,281.0,0.9063333333333333,2719.0,0.421,421.0,0.6732558139534883,0.579,0.6225806451612903,0.5115483615104491,0.8723376666666667,0.6925064034369031,0.8245,0.33916666666666667,0.6608333333333333,0.1755,0.8177566286476078,0.8245,0.8198959756225702,0.5115483615104491,0.8723376666666667,0.8878156616601777,0.7541241988021435,0.8245,102.302,0.731,102.23,0.73,102230.0,730.0,5.6279981E7,1.068555859E9,1.18891859E8,98.8,80.0375,?,0.0,0.0,0.0,0.0,-566965.6988831914,-567468.4287526249,-568750.6598052878,-566317.9097419928,-565744.9097419928
labeled_matrix-bow-emot,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0200630175E7,36000.0,4000.0,3277.0,723.0,0.0,81.925,18.075,0.0,0.48994708994709,0.23133131183093003,0.35336985446753955,61.68720752934644,81.60727219815912,3245.112500804611,2241.711829372368,1003.4006714322431,0.8112781252011527,0.5604279573430919,0.2508501678580608,1120.3039680583088,0.28007599201457717,34.52280830881932,0.556,556.0,0.093,279.0,0.907,2721.0,0.444,444.0,0.665868263473054,0.556,0.6059945504087194,0.49330046342999867,0.871394,0.683334874948601,0.81925,0.35625,0.64375,0.18075,0.8112537957260834,0.81925,0.8135424332226179,0.49330046342999867,0.871394,0.885748300921548,0.744359805617985,0.81925,102.446,0.731,102.35,0.73,102350.0,730.0,5.6279731E7,1.068555859E9,1.18891859E8,98.9,78.9625,?,0.0,0.0,0.0,0.0,-541215.4815666272,-541707.2516028769,-542985.1163828641,-540586.3314164387,-540021.3314164387
labeled_matrix-bow-pos-emot,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301752E7,36000.0,4000.0,3259.0,741.0,0.0,81.475,18.525,0.0,0.5064935064935064,0.21101981073108267,0.3701132883082449,56.27090753233364,85.47400261020627,3245.112500804611,2594.079674356141,651.0328264484701,0.8112781252011527,0.6485199185890352,0.16275820661211754,1264.2768056395703,0.3160692014098926,38.95941374377926,0.631,631.0,0.124,372.0,0.876,2628.0,0.369,369.0,0.6291126620139581,0.631,0.6300549176235646,0.5064945174606071,0.871555,0.6893500525603061,0.81475,0.30775,0.69225,0.18525,0.8149358231611471,0.81475,0.8148423937380571,0.5064945174606071,0.871555,0.8885398159395116,0.7532465683665597,0.81475,104.027,0.729,103.88,0.73,103880.0,730.0,5.6792528E7,1.073452644E9,1.19436644E8,96.525,72.2125,?,0.0,0.0,0.0,0.0,-913435.5541222778,-914027.2883142474,-915280.2148540763,-912652.1654837796,-912033.1654837796
labeled_matrix-bow-pos-emot,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301754E7,36000.0,4000.0,3233.0,767.0,0.0,80.825,19.175,0.0,0.48781302170283813,0.21419180242752717,0.3761223396835647,57.11675632172253,86.86173358113858,3245.112500804611,2769.3382995063994,475.77420129821166,0.8112781252011527,0.6923345748765999,0.11894355032455292,1232.1894954496872,0.3080473738624218,37.97062490573659,0.614,614.0,0.127,381.0,0.873,2619.0,0.386,386.0,0.6170854271356784,0.614,0.6155388471177945,0.4878157408541249,0.8579438333333333,0.6828514757950199,0.80825,0.32125,0.67875,0.19175,0.8079319225077133,0.80825,0.8080895410883578,0.4878157408541249,0.8579438333333333,0.8808700387045112,0.7439059764315035,0.80825,104.948,0.734,104.94,0.73,104940.0,730.0,5.6793339E7,1.073452644E9,1.19436644E8,95.975,72.15,?,0.0,0.0,0.0,0.0,-914946.0909940398,-915555.8677398426,-916871.4351847654,-914149.9817980767,-913508.9817980767
labeled_matrix-bow-pos-emot,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0200630175600003E7,36000.0,4000.0,3274.0,726.0,0.0,81.85,18.15,0.0,0.5147058823529412,0.20743642392086978,0.3657797601649447,55.31535541070352,84.47321715469094,3245.112500804611,2668.0429067359078,577.0695940687033,0.8112781252011527,0.667010726683977,0.14426739851717582,1301.0717186287015,0.3252679296571754,40.093270057851825,0.633,633.0,0.11966666666666667,359.0,0.8803333333333333,2641.0,0.367,367.0,0.6381048387096774,0.633,0.6355421686746987,0.5147132419703423,0.8692086666666666,0.6831736116046921,0.8185,0.3051666666666667,0.6948333333333333,0.1815,0.8180202256348662,0.8185,0.8182563810501658,0.5147132419703423,0.8692086666666666,0.8839344729107894,0.7573516435916768,0.8185,107.429,0.742,107.42,0.74,107420.0,740.0,5.6793157E7,1.073452644E9,1.19436644E8,96.175,72.2625,?,0.0,0.0,0.0,0.0,-925470.5115247732,-926082.441560224,-927371.6433522296,-924667.172513976,-924030.172513976
labeled_matrix-bow-pos-emot,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0200630175800003E7,36000.0,4000.0,3270.0,730.0,0.0,81.75,18.25,0.0,0.5168762409000662,0.20694988042673293,0.3630870389008882,55.18561288143965,83.85135981634853,3245.112500804611,2526.888576410455,718.2239243941563,0.8112781252011527,0.6317221441026137,0.17955598109853907,1314.0178292786782,0.32850445731966954,40.492211871017524,0.646,646.0,0.12533333333333332,376.0,0.8746666666666667,2624.0,0.354,354.0,0.6320939334637965,0.646,0.638971315529179,0.516931036042893,0.8774021666666667,0.7037548712781434,0.8175,0.29683333333333334,0.7031666666666667,0.1825,0.8188696888730009,0.8175,0.8181570142285645,0.516931036042893,0.8774021666666667,0.8926013864892302,0.758428447995436,0.8175,107.439,0.74,107.4,0.74,107400.0,740.0,5.6793089E7,1.073452644E9,1.19436644E8,96.675,72.7,?,0.0,0.0,0.0,0.0,-887306.5940654606,-887901.8416840136,-889212.7416326355,-886525.2533428168,-885892.2533428168
labeled_matrix-bow-pos-emot,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301759E7,36000.0,4000.0,3273.0,727.0,0.0,81.825,18.175,0.0,0.5115888478333894,0.21016065289883967,0.37225501697438873,56.041803019509324,85.96861365872358,3245.112500804611,2699.4638422368967,545.6486585677144,0.8112781252011527,0.6748659605592242,0.1364121646419286,1274.8758220808172,0.3187189555202043,39.28602850485823,0.625,625.0,0.11733333333333333,352.0,0.8826666666666667,2648.0,0.375,375.0,0.6397134083930399,0.625,0.6322711178553364,0.5116499317455667,0.864826,0.6799636250519643,0.81825,0.3105833333333333,0.6894166666666668,0.18175,0.8168916336066954,0.81825,0.8175398033721853,0.5116499317455667,0.864826,0.8830842074157842,0.7557835748665691,0.81825,107.388,0.742,107.37,0.75,107370.0,750.0,5.679321E7,1.073452644E9,1.19436644E8,96.475,71.9875,?,0.0,0.0,0.0,0.0,-917550.8276820227,-918165.0188745116,-919467.3085812764,-916754.3464688052,-916115.3464688052
labeled_matrix-bow-pos-emot,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301801E7,36000.0,4000.0,3301.0,699.0,0.0,82.525,17.475,0.0,0.5284991568296796,0.19975390043884722,0.35496445125702664,53.26672041774171,81.97552855223343,3245.112500804611,2405.931039213821,839.1814615907901,0.8112781252011527,0.6014827598034552,0.20979536539769753,1381.6825070636944,0.3454206267659236,42.57733766459907,0.633,633.0,0.11066666666666666,332.0,0.8893333333333333,2668.0,0.367,367.0,0.655958549222798,0.633,0.6442748091603053,0.5286465042654713,0.8840251666666666,0.7098960688196774,0.82525,0.30291666666666667,0.6970833333333333,0.17475,0.8232977097933436,0.82525,0.8242004338559421,0.5286465042654713,0.8840251666666666,0.8964174638822094,0.7642252256240631,0.82525,105.168,0.752,105.17,0.74,105170.0,740.0,5.6793066E7,1.073452644E9,1.19436644E8,97.25,72.6625,?,0.0,0.0,0.0,0.0,-918981.7559052043,-919594.012155923,-920889.4590744994,-918193.4795104633,-917558.4795104633
labeled_matrix-bow-pos-emot,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301803E7,36000.0,4000.0,3239.0,761.0,0.0,80.975,19.025,0.0,0.49452009299236127,0.2165889580883722,0.37602282000845383,57.75598599435227,86.83875049666443,3245.112500804611,2747.1863488397476,497.9261519648635,0.8112781252011527,0.6867965872099369,0.12448153799121588,1215.1927995608778,0.30379819989021944,37.44686198890104,0.625,625.0,0.12866666666666668,386.0,0.8713333333333333,2614.0,0.375,375.0,0.6181998021760633,0.625,0.6215813028344107,0.49453329363841053,0.8614741666666667,0.6731265493524712,0.80975,0.3134166666666667,0.6865833333333332,0.19025,0.8104549354888133,0.80975,0.8100956095623344,0.49453329363841053,0.8614741666666667,0.8799362195599036,0.7472575073196932,0.80975,107.244,0.742,107.22,0.74,107220.0,740.0,5.6792888E7,1.073452644E9,1.19436644E8,96.15,72.7625,?,0.0,0.0,0.0,0.0,-922355.8743071177,-922957.6988604051,-924233.585544767,-921563.079803383,-920934.079803383
labeled_matrix-bow-pos-emot,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301805E7,36000.0,4000.0,3245.0,755.0,0.0,81.125,18.875,0.0,0.49917081260364843,0.21776149629979646,0.3806074240696903,58.0686570608488,87.89751945167295,3245.112500804611,2900.5308667017234,344.5816341028876,0.8112781252011527,0.7251327166754309,0.0861454085257219,1203.2770034370508,0.3008192508592627,37.07966990786001,0.63,630.0,0.12833333333333333,385.0,0.8716666666666667,2615.0,0.37,370.0,0.6206896551724138,0.63,0.6253101736972705,0.4991955252534286,0.8542451666666667,0.6479984893258696,0.81125,0.3095833333333333,0.6904166666666668,0.18875,0.8122075896725005,0.81125,0.8117160146022625,0.4991955252534286,0.8542451666666667,0.8720186913387635,0.7495807343005985,0.81125,105.488,0.741,105.48,0.74,105480.0,740.0,5.679332E7,1.073452644E9,1.19436644E8,95.725,72.3625,?,0.0,0.0,0.0,0.0,-927187.8344089359,-927801.1561295597,-929107.5283892816,-926386.0750025931,-925745.0750025931
labeled_matrix-bow-pos-emot,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301807E7,36000.0,4000.0,3255.0,745.0,0.0,81.375,18.625,0.0,0.5025041736227045,0.2126328609857832,0.3702974319471414,56.70104630183018,85.51652876197898,3245.112500804611,2631.4438611552637,613.6686396493474,0.8112781252011527,0.6578609652888159,0.15341715991233684,1246.5334327423002,0.311633358185575,38.41264154734937,0.625,625.0,0.12333333333333334,370.0,0.8766666666666667,2630.0,0.375,375.0,0.628140703517588,0.625,0.6265664160401003,0.5025069746649268,0.865855,0.6860206526546662,0.81375,0.3120833333333333,0.6879166666666667,0.18625,0.813441165896036,0.81375,0.8135941435603997,0.5025069746649268,0.865855,0.8849724870765036,0.7512515677203,0.81375,105.643,0.734,105.64,0.73,105640.0,730.0,5.6793085E7,1.073452644E9,1.19436644E8,96.75,72.7625,?,0.0,0.0,0.0,0.0,-929228.6385242889,-929836.1600354974,-931125.2169409463,-928429.2373769102,-927794.2373769102
labeled_matrix-bow-pos-emot,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301808E7,36000.0,4000.0,3261.0,739.0,0.0,81.525,18.475,0.0,0.4977913693510024,0.2098809673736197,0.3704581770154081,55.96722159384477,85.55365124533377,3245.112500804611,2694.3568081768485,550.7556926277625,0.8112781252011527,0.6735892020442121,0.13768892315694065,1282.0204780799588,0.3205051195199897,39.50619517080187,0.602,602.0,0.11366666666666667,341.0,0.8863333333333333,2659.0,0.398,398.0,0.6383881230116649,0.602,0.6196603190941842,0.4981652522645195,0.8684735,0.6723020660542711,0.81525,0.3269166666666667,0.6730833333333333,0.18475,0.8119522809982548,0.81525,0.8134093838844919,0.4981652522645195,0.8684735,0.8823240237212718,0.7488263622877227,0.81525,107.299,0.741,107.27,0.74,107270.0,740.0,5.6792729E7,1.073452644E9,1.19436644E8,96.4,72.175,?,0.0,0.0,0.0,0.0,-890199.9464121833,-890787.7942932189,-892072.6442398379,-889427.6123211063,-888804.6123211063
labeled_matrix-bow-pos,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301811E7,36000.0,4000.0,3290.0,710.0,0.0,82.25,17.75,0.0,0.5222072678331091,0.20948109320688357,0.3611208883407094,55.86059045725612,83.39729679450744,3245.112500804611,2449.969696534793,795.142804269818,0.8112781252011527,0.6124924241336982,0.19878570106745452,1289.4513181109871,0.3223628295277468,39.73518076156908,0.631,631.0,0.11366666666666667,341.0,0.8863333333333333,2659.0,0.369,369.0,0.6491769547325102,0.631,0.6399594320486816,0.5222999950068663,0.8756735,0.6957226824667159,0.8225,0.3051666666666667,0.6948333333333333,0.1775,0.8208972769922425,0.8225,0.8216521008787928,0.5222999950068663,0.8756735,0.8909652691583008,0.7610878779354224,0.8225,120.37,0.736,120.24,0.73,120240.0,730.0,5.6550973E7,1.071148271E9,1.19180271E8,97.375,74.0875,?,0.0,0.0,0.0,0.0,-750350.2594707098,-750913.7305302996,-752161.7967298473,-749627.1513759427,-749030.1513759427
labeled_matrix-bow-pos,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301813E7,36000.0,4000.0,3254.0,746.0,0.0,81.35,18.65,0.0,0.5006693440428381,0.21458657245721452,0.3710057438294197,57.22202638030192,85.68010638425628,3245.112500804611,2657.3459765790058,587.7665242256053,0.8112781252011527,0.6643364941447515,0.14694163105640132,1235.246933495345,0.3088117333738363,38.06484160993097,0.621,621.0,0.12233333333333334,367.0,0.8776666666666667,2633.0,0.379,379.0,0.6285425101214575,0.621,0.6247484909456741,0.5006854951878483,0.8599063333333333,0.683937172084205,0.8135,0.3148333333333333,0.6851666666666667,0.1865,0.8127631175702049,0.8135,0.8131232504809295,0.5006854951878483,0.8599063333333333,0.8815692798331674,0.7503316639691777,0.8135,105.874,0.736,105.87,0.74,105870.0,740.0,5.6551784E7,1.071148271E9,1.19180271E8,96.525,73.65,?,0.0,0.0,0.0,0.0,-751784.9971778203,-752365.3210265543,-753677.8199012865,-751049.77053099,-750430.77053099
labeled_matrix-bow-pos,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301814E7,36000.0,4000.0,3304.0,696.0,0.0,82.6,17.4,0.0,0.5316285329744279,0.20752244502458067,0.3600837790627347,55.33829394692897,83.15778666630352,3245.112500804611,2558.948460275082,686.1640405295288,0.8112781252011527,0.6397371150687705,0.1715410101323822,1313.253037027497,0.3283132592568742,40.46864435984521,0.638,638.0,0.11133333333333334,334.0,0.8886666666666667,2666.0,0.362,362.0,0.6563786008230452,0.638,0.6470588235294118,0.531722933061114,0.8713396666666666,0.6904927691347088,0.826,0.29933333333333334,0.7006666666666668,0.174,0.8244315062163293,0.826,0.8251688200163941,0.531722933061114,0.8713396666666666,0.8860631689303851,0.7657988211874001,0.826,103.725,0.736,103.72,0.74,103720.0,740.0,5.6551602E7,1.071148271E9,1.19180271E8,96.625,73.475,?,0.0,0.0,0.0,0.0,-762205.8903080898,-762789.5572111607,-764073.896714668,-761462.8298928065,-760847.8298928065
labeled_matrix-bow-pos,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301816E7,36000.0,4000.0,3297.0,703.0,0.0,82.425,17.575,0.0,0.5333554596747428,0.20687038425332058,0.3575230317069939,55.16441429440764,82.56640739654229,3245.112500804611,2418.1233872949724,826.9891135096386,0.8112781252011527,0.6045308468237431,0.20674727837740967,1322.022833374883,0.3305057083437207,40.73889065624361,0.655,655.0,0.11933333333333333,358.0,0.8806666666666667,2642.0,0.345,345.0,0.646594274432379,0.655,0.65076999503229,0.5333753187690153,0.8788463333333333,0.7108470067114071,0.82425,0.2885833333333333,0.7114166666666667,0.17575,0.8250231919760224,0.82425,0.8246266895046902,0.5333753187690153,0.8788463333333333,0.8945460362370731,0.7666744580138902,0.82425,103.989,0.735,103.98,0.74,103980.0,740.0,5.6551587E7,1.071148271E9,1.19180271E8,97.15,73.7375,?,0.0,0.0,0.0,0.0,-739191.064568702,-739763.0008357145,-741066.2924331891,-738463.716885545,-737850.716885545
labeled_matrix-bow-pos,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02006301818E7,36000.0,4000.0,3274.0,726.0,0.0,81.85,18.15,0.0,0.5137307434695244,0.2099538805096196,0.3661522610381587,55.98666473673988,84.55924254641609,3245.112500804611,2568.564734701118,676.5477661034929,0.8112781252011527,0.6421411836752795,0.16913694152587322,1283.57714664089,0.3208942866602225,39.554164803920756,0.63,630.0,0.11866666666666667,356.0,0.8813333333333333,2644.0,0.37,370.0,0.6389452332657201,0.63,0.6344410876132931,0.5137533310991664,0.8684826666666666,0.683306133253931,0.8185,0.3071666666666667,0.6928333333333333,0.1815,0.8176659698957267,0.8185,0.8180715289701672,0.5137533310991664,0.8684826666666666,0.8849195331338662,0.7568613818512092,0.8185,104.129,0.736,104.12,0.73,104120.0,730.0,5.6551549E7,1.071148271E9,1.19180271E8,97.0,73.3,?,0.0,0.0,0.0,0.0,-753358.1861819213,-753935.4004450404,-755228.5421096592,-752625.966562015,-752012.966562015
